,query,No,token,pos
30868,경주여행,580,1,SN
30869,경주여행,580,이처럼,MAG
30870,경주여행,580,코스,NNG
30871,경주여행,580,동선,NNG
30872,경주여행,580,을,JKO
30873,경주여행,580,메인,VV+ETM
30874,경주여행,580,으로,JKB
30875,경주여행,580,잡,VV
30876,경주여행,580,은,ETM
30877,경주여행,580,장소,NNG
30878,경주여행,580,와,JC
30879,경주여행,580,그,NP
30880,경주여행,580,와,JKB
30881,경주여행,581,1,SN
30882,경주여행,581,박,NNBC
30883,경주여행,581,2,SN
30884,경주여행,581,일,NNBC
30885,경주여행,581,어르신,NNG
30886,경주여행,581,들,XSN
30887,경주여행,581,과,JKB
30888,경주여행,581,함께,MAG
30889,경주여행,581,~,SY
30890,경주여행,581,숙소,NNG
30891,경주여행,581,와,JC
30892,경주여행,581,.,SF
30893,경주여행,581,..,SY
30894,경주여행,581,1,SN
30895,경주여행,581,박,NNBC
30896,경주여행,581,2,SN
30897,경주여행,581,일,NNBC
30898,경주여행,581,어르신,NNG
30899,경주여행,581,들,XSN
30900,경주여행,581,추천,NNG
30901,경주여행,581,해,XSV+EC
30902,경주여행,581,주,VX
30903,경주여행,581,세요,EP+EF
30904,경주여행,581,인원,NNG
30905,경주여행,581,20,SN
30906,경주여행,581,25,SN
30907,경주여행,581,명,NNBC
30908,경주여행,581,숙소,NNG
30909,경주여행,581,는,JX
30910,경주여행,581,식사,NNG
30911,경주여행,581,가,JKS
30912,경주여행,581,함께,MAG
30913,경주여행,581,추천,NNG
30914,경주여행,581,안녕,NNG
30915,경주여행,581,하,XSV
30916,경주여행,581,세요,EP+EF
30917,경주여행,581,에,JKB
30918,경주여행,581,관심,NNG
30919,경주여행,581,이,JKS
30920,경주여행,581,있,VV
30921,경주여행,581,으신,EP+ETM
30922,경주여행,581,것,NNB
30923,경주여행,581,같,VA
30924,경주여행,581,아서,EC
30925,경주여행,581,저희,NP
30926,경주여행,581,가,JKS
30927,경주여행,581,함께,MAG
30928,경주여행,581,하,VV
30929,경주여행,581,는,ETM
30930,경주여행,581,에서,JKB
30931,경주여행,581,는,JX
30932,경주여행,581,역사,NNG
30933,경주여행,581,와,JC
30934,경주여행,581,문화,NNG
30935,경주여행,581,를,JKO
30936,경주여행,581,경험,NNG
30937,경주여행,581,할,XSV+ETM
30938,경주여행,581,수,NNB
30939,경주여행,581,있,VV
30940,경주여행,581,는,ETM
30941,경주여행,581,명소,NNG
30942,경주여행,581,를,JKO
30943,경주여행,581,추천,NNG
30944,경주여행,581,합니다,XSV+EC
30945,경주여행,582,용,XSN
30946,경주여행,582,황,NNG
30947,경주여행,582,이,JKS
30948,경주여행,582,무엇,NP
30949,경주여행,582,인가요,VCP+EF
30950,경주여행,582,?,SF
30951,경주여행,582,안녕,IC
30952,경주여행,582,하,VV
30953,경주여행,582,세요,EP+EF
30954,경주여행,582,하,XSV
30955,경주여행,582,려고,EC
30956,경주여행,582,알아보,VV
30957,경주여행,582,고,EC
30958,경주여행,582,있,VX
30959,경주여행,582,습니다,EF
30960,경주여행,582,알아보,VV
30961,경주여행,582,던,ETM
30962,경주여행,582,중,NNB
30963,경주여행,582,황리,NNG
30964,경주여행,582,단,MM
30965,경주여행,582,길,NNG
30966,경주여행,582,과,JC
30967,경주여행,582,용,NNG
30968,경주여행,582,황동,NNG
30969,경주여행,582,용,XSN
30970,경주여행,582,황지,NNG
30971,경주여행,582,구,VCP+EC
30972,경주여행,582,이렇게,MAG
30973,경주여행,582,알,VV
30974,경주여행,582,게,EC
30975,경주여행,582,되,VV
30976,경주여행,582,었,EP
30977,경주여행,582,는데,EC
30978,경주여행,582,지역민,NNG
30979,경주여행,582,은,JX
30980,경주여행,582,용,NNG
30981,경주여행,582,황,NNG
30982,경주여행,582,쪽,NNB
30983,경주여행,582,에서,JKB
30984,경주여행,582,자주,MAG
30985,경주여행,582,놀,VV
30986,경주여행,582,고,EC
30987,경주여행,582,관광객,NNG
30988,경주여행,582,들,XSN
30989,경주여행,582,은,JX
30990,경주여행,582,황리,NNG
30991,경주여행,582,단,MM
30992,경주여행,582,길,NNG
30993,경주여행,582,에서,JKB
30994,경주여행,582,논다는,VV+ETM
30995,경주여행,582,말,NNG
30996,경주여행,582,이,JKS
30997,경주여행,582,있,VV
30998,경주여행,582,더라고요,EC
30999,경주여행,582,용,NNG
31000,경주여행,582,황동,NNG
31001,경주여행,582,이,VCP
31002,경주여행,582,라는,ETM
31003,경주여행,582,곳,NNG
31004,경주여행,582,은,JX
31005,경주여행,582,아예,MAG
31006,경주여행,582,없,VA
31007,경주여행,582,던데,EC
31008,경주여행,583,돌아볼,VV+ETM
31009,경주여행,583,곳,NNB
31010,경주여행,583,코스,NNG
31011,경주여행,583,알아보,VV
31012,경주여행,583,고,EC
31013,경주여행,583,있,VX
31014,경주여행,583,는데,EC
31015,경주여행,583,마땅히,MAG
31016,경주여행,583,갈만,NNG
31017,경주여행,583,한,XSA+ETM
31018,경주여행,583,곳,NNB
31019,경주여행,583,있,VA
31020,경주여행,583,을까,EF
31021,경주여행,583,영,MAG
31022,경주여행,583,안녕,NNG
31023,경주여행,583,하,XSV
31024,경주여행,583,세요,EP+EF
31025,경주여행,583,취향,NNG
31026,경주여행,583,대로,JKB
31027,경주여행,583,머물,VV
31028,경주여행,583,다,EC
31029,경주여행,583,여기,VV
31030,경주여행,583,어,EC
31031,경주여행,583,때,NNG
31032,경주여행,583,입니다,VCP+EF
31033,경주여행,583,질문,NNG
31034,경주여행,583,하,XSV
31035,경주여행,583,신,EP+ETM
31036,경주여행,583,관련,NNG
31037,경주여행,583,답변,NNG
31038,경주여행,583,드리,VV
31039,경주여행,583,도록,EC
31040,경주여행,583,하,VX
31041,경주여행,583,겠,EP
31042,경주여행,583,습니다,EF
31043,경주여행,583,을,JKO
31044,경주여행,583,하,VV
31045,경주여행,583,시,EP
31046,경주여행,583,나,EC
31047,경주여행,583,봅니다,VX+EC
31048,경주여행,583,갈,VX+ETM
31049,경주여행,583,만,NNB
31050,경주여행,583,한,XSA+ETM
31051,경주여행,583,곳,NNG
31052,경주여행,583,몇,MM
31053,경주여행,583,가지,NNBC
31054,경주여행,583,알려,VV+EC
31055,경주여행,583,드리,VX
31056,경주여행,583,도록,EC
31057,경주여행,584,할머니,NNG
31058,경주여행,584,랑,JKB
31059,경주여행,584,12,SN
31060,경주여행,584,월,NNBC
31061,경주여행,584,할머니,NNG
31062,경주여행,584,랑,JKB
31063,경주여행,584,1,SN
31064,경주여행,584,박,NNBC
31065,경주여행,584,2,SN
31066,경주여행,584,일,NNBC
31067,경주여행,584,로,JKB
31068,경주여행,584,갈려고,VV+EC
31069,경주여행,584,하,VV
31070,경주여행,584,는데,EC
31071,경주여행,584,코스,NNG
31072,경주여행,584,를,JKO
31073,경주여행,584,어떻게,MAG
31074,경주여행,584,짜,VV
31075,경주여행,584,면,EC
31076,경주여행,584,좋,VA
31077,경주여행,584,을까요,EC
31078,경주여행,584,질문,NNG
31079,경주여행,584,하,XSV
31080,경주여행,584,신,EP+ETM
31081,경주여행,584,과,JC
31082,경주여행,584,관련,NNG
31083,경주여행,584,하,XSA
31084,경주여행,584,여,EC
31085,경주여행,584,답변,NNG
31086,경주여행,584,드리,VV
31087,경주여행,584,겠,EP
31088,경주여행,584,습니다,EF
31089,경주여행,584,할머니,NNG
31090,경주여행,584,랑,JKB
31091,경주여행,584,을,JKO
31092,경주여행,584,요즘,NNG
31093,경주여행,584,에,JKB
31094,경주여행,584,는,JX
31095,경주여행,584,택시,NNG
31096,경주여행,584,투어,NNG
31097,경주여행,584,를,JKO
31098,경주여행,584,통해,VV+EC
31099,경주여행,584,보다,MAG
31100,경주여행,584,편안,NNG
31101,경주여행,584,하,XSA
31102,경주여행,584,게,EC
31103,경주여행,584,을,JKO
31104,경주여행,584,즐겨,VV+EC
31105,경주여행,584,보,VX
31106,경주여행,584,실,EP+ETM
31107,경주여행,584,수,NNB
31108,경주여행,585,1,SN
31109,경주여행,585,박,NNBC
31110,경주여행,585,2,SN
31111,경주여행,585,일,NNBC
31112,경주여행,585,알찬,VA+ETM
31113,경주여행,585,코스,NNG
31114,경주여행,585,로,JKB
31115,경주여행,585,추천,NNG
31116,경주여행,585,해,XSV+EC
31117,경주여행,585,주,VX
31118,경주여행,585,세요,EP+EF
31119,경주여행,585,^^,SY
31120,경주여행,585,1,SN
31121,경주여행,585,박,NNBC
31122,경주여행,585,2,SN
31123,경주여행,585,일,NNBC
31124,경주여행,585,알찬,VA+ETM
31125,경주여행,585,코스,NNG
31126,경주여행,585,로,JKB
31127,경주여행,585,추천,NNG
31128,경주여행,585,해,XSV+EC
31129,경주여행,585,주,VX
31130,경주여행,585,세요,EP+EF
31131,경주여행,585,1,SN
31132,경주여행,585,박,NNBC
31133,경주여행,585,이,VCP
31134,경주여행,585,라,EC
31135,경주여행,585,짧,VA
31136,경주여행,585,지만,EC
31137,경주여행,585,질문,NNG
31138,경주여행,585,하,XSV
31139,경주여행,585,신,EP+ETM
31140,경주여행,585,관련,NNG
31141,경주여행,585,답변,NNG
31142,경주여행,585,드리,VV
31143,경주여행,585,도록,EC
31144,경주여행,585,하,VX
31145,경주여행,585,겠,EP
31146,경주여행,585,습니다,EF
31147,경주여행,585,1,SN
31148,경주여행,585,박,NNBC
31149,경주여행,585,2,SN
31150,경주여행,585,일,NNBC
31151,경주여행,585,을,JKO
31152,경주여행,585,다녀오,VV
31153,경주여행,585,실,EP+ETM
31154,경주여행,585,예정,NNG
31155,경주여행,585,이,VCP
31156,경주여행,585,시,EP
31157,경주여행,585,군요,EC
31158,경주여행,585,가,VX
31159,경주여행,585,볼,EC+VX+ETM
31160,경주여행,585,만,NNB
31161,경주여행,585,한,XSA+ETM
31162,경주여행,585,곳,NNG
31163,경주여행,585,들,XSN
31164,경주여행,585,좋,VA
31165,경주여행,585,으니,EC
31166,경주여행,585,하,XSV
31167,경주여행,585,시,EP
31168,경주여행,585,는데,EC
31169,경주여행,585,참고,NNG
31170,경주여행,585,하,XSV
31171,경주여행,585,시,EP
31172,경주여행,585,기,ETN
31173,경주여행,585,바랍니다,VV+EF
31174,경주여행,585,도움,NNG
31175,경주여행,585,이,JKS
31176,경주여행,586,사월,NNG
31177,경주여행,586,말,NNG
31178,경주여행,586,에,JKB
31179,경주여행,586,가족,NNG
31180,경주여행,586,들,XSN
31181,경주여행,586,과,JC
31182,경주여행,586,계획,NNG
31183,경주여행,586,중,NNB
31184,경주여행,586,인데,VCP+EC
31185,경주여행,586,사월,NNG
31186,경주여행,586,말,NNG
31187,경주여행,586,에,JKB
31188,경주여행,586,가족,NNG
31189,경주여행,586,들,XSN
31190,경주여행,586,과,JC
31191,경주여행,586,계획,NNG
31192,경주여행,586,중,NNB
31193,경주여행,586,인데,VCP+EC
31194,경주여행,586,는,JX
31195,경주여행,586,처음,MAG
31196,경주여행,586,가,VV
31197,경주여행,586,는,ETM
31198,경주여행,586,곳,NNG
31199,경주여행,586,이,JKS
31200,경주여행,586,업,VV
31201,경주여행,586,네요,EC
31202,경주여행,586,가족,NNG
31203,경주여행,586,들,XSN
31204,경주여행,586,과,JKB
31205,경주여행,586,가,VV
31206,경주여행,586,볼,EC+VX+ETM
31207,경주여행,586,만,NNB
31208,경주여행,586,한,XSA+ETM
31209,경주여행,586,곳,NNB
31210,경주여행,586,즘,MAJ
31211,경주여행,586,소개,NNG
31212,경주여행,586,해,XSV+EC
31213,경주여행,586,주,VX
31214,경주여행,586,세요,EP+EF
31215,경주여행,586,경경,NNG
31216,경주여행,586,주,VV
31217,경주여행,586,는,ETM
31218,경주여행,586,가족,NNG
31219,경주여행,586,과,JKB
31220,경주여행,586,함께,MAG
31221,경주여행,586,계획,NNG
31222,경주여행,586,하,XSV
31223,경주여행,586,고,EC
31224,경주여행,586,계시,VX
31225,경주여행,586,군요,EC
31226,경주여행,586,한화,NNG
31227,경주여행,586,리조트,NNG
31228,경주여행,586,내,NNB
31229,경주여행,586,에서,JKB
31230,경주여행,586,도,JX
31231,경주여행,586,즐거운,VA+ETM
31232,경주여행,586,의,JKG
31233,경주여행,586,추억,NNG
31234,경주여행,586,을,JKO
31235,경주여행,586,만드실,VV+EP+ETM
31236,경주여행,586,수,NNB
31237,경주여행,587,지금,MAG
31238,경주여행,587,3,SN
31239,경주여행,587,가지,NNBC
31240,경주여행,587,만,JX
31241,경주여행,587,답,NNG
31242,경주여행,587,해,XSV+EC
31243,경주여행,587,주,VX
31244,경주여행,587,세요,EP+EF
31245,경주여행,587,1,SN
31246,경주여행,587,지금,MAG
31247,경주여행,587,가,VV
31248,경주여행,587,면,EC
31249,경주여행,587,많이,MAG
31250,경주여행,587,더,MAG
31251,경주여행,587,울,VV
31252,경주여행,587,까요,EF
31253,경주여행,587,2,SN
31254,경주여행,587,쪄죽,VV
31255,경주여행,587,을,ETM
31256,경주여행,587,정도,NNG
31257,경주여행,587,로,JKB
31258,경주여행,587,못,MAG
31259,경주여행,587,돌아다니,VV
31260,경주여행,587,나요,EC
31261,경주여행,587,3,SN
31262,경주여행,587,고속버스,NNG
31263,경주여행,587,타,VV
31264,경주여행,587,고,EC
31265,경주여행,587,1,SN
31266,경주여행,587,지금,MAG
31267,경주여행,587,가,VV
31268,경주여행,587,면,EC
31269,경주여행,587,많이,MAG
31270,경주여행,587,더,MAG
31271,경주여행,587,울,VV
31272,경주여행,587,까요,EF
31273,경주여행,587,가장,MAG
31274,경주여행,587,더운,VA+ETM
31275,경주여행,587,시기,NNG
31276,경주여행,587,입니다,VCP+EF
31277,경주여행,587,낮,NNG
31278,경주여행,587,에,JKB
31279,경주여행,587,30,SN
31280,경주여행,587,도,NNBC
31281,경주여행,587,가,JKC
31282,경주여행,587,넘,VV
31283,경주여행,587,고,EC
31284,경주여행,587,34,SN
31285,경주여행,587,도,NNBC
31286,경주여행,587,까지,JX
31287,경주여행,587,갈,VV+ETM
31288,경주여행,587,수,NNB
31289,경주여행,587,도,JX
31290,경주여행,587,있,VA
31291,경주여행,587,습니다,EF
31292,경주여행,587,2,SN
31293,경주여행,588,3,SN
31294,경주여행,588,박,NNBC
31295,경주여행,588,4,SN
31296,경주여행,588,일,NNBC
31297,경주여행,588,가족,NNG
31298,경주여행,588,코스,NNG
31299,경주여행,588,추천,NNG
31300,경주여행,588,부탁드려요,VV+EF
31301,경주여행,588,!,SF
31302,경주여행,588,3,SN
31303,경주여행,588,박,NNBC
31304,경주여행,588,4,SN
31305,경주여행,588,일,NNBC
31306,경주여행,588,코스,NNG
31307,경주여행,588,로,JKB
31308,경주여행,588,추천,NNG
31309,경주여행,588,부탁,NNG
31310,경주여행,588,드려요,VV+EC
31311,경주여행,588,이번,NNG
31312,경주여행,588,추석,NNG
31313,경주여행,588,기간,NNG
31314,경주여행,588,에,JKB
31315,경주여행,588,4,SN
31316,경주여행,588,인,NNG
31317,경주여행,588,가족,NNG
31318,경주여행,588,아이,NNG
31319,경주여행,588,들,XSN
31320,경주여행,588,은,JX
31321,경주여행,588,없,VA
31322,경주여행,588,어요,EF
31323,경주여행,588,이,MM
31324,경주여행,588,함께,MAG
31325,경주여행,588,을,JKO
31326,경주여행,588,가,VV
31327,경주여행,588,고자,EC
31328,경주여행,588,3,SN
31329,경주여행,588,박,NNBC
31330,경주여행,588,4,SN
31331,경주여행,588,일,NNBC
31332,경주여행,588,가족,NNG
31333,경주여행,588,코스,NNG
31334,경주여행,588,추천,NNG
31335,경주여행,588,해,XSV+EC
31336,경주여행,588,드릴게요,VX+EF
31337,경주여행,588,제,NP
31338,경주여행,588,가,JKS
31339,경주여행,588,여러분,NP
31340,경주여행,588,을,JKO
31341,경주여행,588,위해,VV+EC
31342,경주여행,588,직접,MAG
31343,경주여행,588,조사,NNG
31344,경주여행,588,한,XSA+ETM
31345,경주여행,588,결과,NNG
31346,경주여행,588,를,JKO
31347,경주여행,588,바탕,NNG
31348,경주여행,588,으로,JKB
31349,경주여행,588,최적,NNG
31350,경주여행,588,의,JKG
31351,경주여행,588,코스,NNG
31352,경주여행,588,를,JKO
31353,경주여행,588,제안,NNG
31354,경주여행,588,해,XSV+EC
31355,경주여행,589,초등학생,NNG
31356,경주여행,589,전남,NNP
31357,경주여행,589,에서,JKB
31358,경주여행,589,2,SN
31359,경주여행,589,박,NNBC
31360,경주여행,589,3,SN
31361,경주여행,589,일,NNBC
31362,경주여행,589,로,JKB
31363,경주여행,589,초등학생,NNG
31364,경주여행,589,데리,VV
31365,경주여행,589,고,EC
31366,경주여행,589,을,JKO
31367,경주여행,589,가져,VV+EC
31368,경주여행,589,고하,VV
31369,경주여행,589,는데요,EF
31370,경주여행,589,아,IC
31371,경주여행,589,코스,NNG
31372,경주여행,589,짜,VV
31373,경주여행,589,기,ETN
31374,경주여행,589,가,JKS
31375,경주여행,589,쉽,VA
31376,경주여행,589,지,EC
31377,경주여행,589,않,VX
31378,경주여행,589,네요,EF
31379,경주여행,589,숙소,NNG
31380,경주여행,589,는,JX
31381,경주여행,589,질문,NNG
31382,경주여행,589,하,XSV
31383,경주여행,589,신,EP+ETM
31384,경주여행,589,여행지,NNG
31385,경주여행,589,관련,NNG
31386,경주여행,589,답변,NNG
31387,경주여행,589,드리,VV
31388,경주여행,589,도록,EC
31389,경주여행,589,하,VX
31390,경주여행,589,겠,EP
31391,경주여행,589,습니다,EF
31392,경주여행,589,2,SN
31393,경주여행,589,박,NNBC
31394,경주여행,589,3,SN
31395,경주여행,589,일,NNBC
31396,경주여행,589,간,NNG
31397,경주여행,589,다녀올,VV+ETM
31398,경주여행,589,만,NNB
31399,경주여행,589,한,XSA+ETM
31400,경주여행,589,곳,NNG
31401,경주여행,589,으로,JKB
31402,경주여행,589,여행지,NNG
31403,경주여행,589,를,JKO
31404,경주여행,589,찾,VV
31405,경주여행,589,고,EC
31406,경주여행,589,계시,VX
31407,경주여행,589,나,EC
31408,경주여행,589,봅니다,VX+EC
31409,경주여행,589,에,JKB
31410,경주여행,590,코스,NNG
31411,경주여행,590,동선,NNG
31412,경주여행,590,별,XSN
31413,경주여행,590,로,JKB
31414,경주여행,590,추천,NNG
31415,경주여행,590,해,XSV+EC
31416,경주여행,590,주,VX
31417,경주여행,590,세요,EP+EF
31418,경주여행,590,.,SF
31419,경주여행,590,코스,NNG
31420,경주여행,590,동선,NNG
31421,경주여행,590,일,NNG
31422,경주여행,590,이,JKS
31423,경주여행,590,있,VV
31424,경주여행,590,어서,EC
31425,경주여행,590,가,VV
31426,경주여행,590,는,ETM
31427,경주여행,590,김,NNB
31428,경주여행,590,에,JKB
31429,경주여행,590,다음,NNG
31430,경주여행,590,주,NNG
31431,경주여행,590,에,JKB
31432,경주여행,590,하루,NNG
31433,경주여행,590,정도,NNG
31434,경주여행,590,만,JX
31435,경주여행,590,보,VV
31436,경주여행,590,려고,EC
31437,경주여행,590,하,VV
31438,경주여행,590,는데,EC
31439,경주여행,590,일단,MAG
31440,경주여행,590,석굴암,NNG
31441,경주여행,590,불국사,NNP
31442,경주여행,590,는,JX
31443,경주여행,590,질문,NNG
31444,경주여행,590,하,XSV
31445,경주여행,590,신,EP+ETM
31446,경주여행,590,일정,NNG
31447,경주여행,590,관련,NNG
31448,경주여행,590,답변,NNG
31449,경주여행,590,드리,VV
31450,경주여행,590,도록,EC
31451,경주여행,590,하,VX
31452,경주여행,590,겠,EP
31453,경주여행,590,습니다,EF
31454,경주여행,590,비록,MAG
31455,경주여행,590,1,SN
31456,경주여행,590,박,NNBC
31457,경주여행,590,2,SN
31458,경주여행,590,일,NNBC
31459,경주여행,590,이,VCP
31460,경주여행,590,지만,EC
31461,경주여행,590,사실상,MAG
31462,경주여행,590,당일치기,NNG
31463,경주여행,590,인,VCP+ETM
31464,경주여행,590,을,JKO
31465,경주여행,590,준비,NNG
31466,경주여행,591,1,SN
31467,경주여행,591,박,NNBC
31468,경주여행,591,2,SN
31469,경주여행,591,일,NNBC
31470,경주여행,591,초보,NNG
31471,경주여행,591,운전,NNG
31472,경주여행,591,코스,NNG
31473,경주여행,591,1,SN
31474,경주여행,591,박,NNBC
31475,경주여행,591,2,SN
31476,경주여행,591,일,NNBC
31477,경주여행,591,로,JKB
31478,경주여행,591,코스,NNG
31479,경주여행,591,좀,MAG
31480,경주여행,591,짜,VV+EC
31481,경주여행,591,주,VX
31482,경주여행,591,세요,EP+EF
31483,경주여행,591,아무래도,MAG
31484,경주여행,591,가,VV
31485,경주여행,591,는,ETM
31486,경주여행,591,데,NNB
31487,경주여행,591,는,JX
31488,경주여행,591,어려움,NNG
31489,경주여행,591,이,JKS
31490,경주여행,591,없,VA
31491,경주여행,591,을,ETM
31492,경주여행,591,것,NNB
31493,경주여행,591,4,SN
31494,경주여행,591,월,NNBC
31495,경주여행,591,1,SN
31496,경주여행,591,2,SN
31497,경주여행,591,일,NNBC
31498,경주여행,591,에,JKB
31499,경주여행,591,하,XSV
31500,경주여행,591,기,ETN
31501,경주여행,591,에,JKB
31502,경주여행,591,좋,VA
31503,경주여행,591,은,ETM
31504,경주여행,591,날,NNG
31505,경주여행,591,일,VCP+ETM
31506,경주여행,591,것,NNB
31507,경주여행,591,같,VA
31508,경주여행,591,아요,EF
31509,경주여행,591,벚꽃,NNG
31510,경주여행,591,들,XSN
31511,경주여행,591,이,JKS
31512,경주여행,591,서서히,MAG
31513,경주여행,591,개화,NNG
31514,경주여행,591,를,JKO
31515,경주여행,591,참고,NNG
31516,경주여행,591,로,JKB
31517,경주여행,591,쭈니,NNP
31518,경주여행,591,아빠,NNG
31519,경주여행,591,블로그,NNG
31520,경주여행,591,를,JKO
31521,경주여행,591,방문,NNG
31522,경주여행,591,하,XSV
31523,경주여행,591,시,EP
31524,경주여행,591,면,EC
31525,경주여행,591,카테고리,NNG
31526,경주여행,591,가,JKS
31527,경주여행,591,있,VA
31528,경주여행,591,습니다,EF
31529,경주여행,592,아들,NNG
31530,경주여행,592,과,JC
31531,경주여행,592,(,SSO
31532,경주여행,592,초,XPN
31533,경주여행,592,4,SN
31534,경주여행,592,년,NNBC
31535,경주여행,592,),SSC
31536,경주여행,592,일정,NNG
31537,경주여행,592,!,SY
31538,경주여행,592,아들,NNG
31539,경주여행,592,과,JC
31540,경주여행,592,을,JKO
31541,경주여행,592,가려,VV+EC
31542,경주여행,592,합니다,VX+EF
31543,경주여행,592,선배,NNG
31544,경주여행,592,님,XSN
31545,경주여행,592,들,XSN
31546,경주여행,592,의,JKG
31547,경주여행,592,조언,NNG
31548,경주여행,592,을,JKO
31549,경주여행,592,코스,NNG
31550,경주여행,592,추천,NNG
31551,경주여행,592,드립니다,VV+EF
31552,경주여행,592,안녕,IC
31553,경주여행,592,하,VV
31554,경주여행,592,세요,EP+EF
31555,경주여행,592,전문,NNG
31556,경주여행,592,블로거,NNP
31557,경주여행,592,초등,NNG
31558,경주여행,592,학교,NNG
31559,경주여행,592,4,SN
31560,경주여행,592,학년,NNG
31561,경주여행,592,아들,NNG
31562,경주여행,592,과,JKB
31563,경주여행,592,함께,MAG
31564,경주여행,592,가,VV
31565,경주여행,592,는,ETM
31566,경주여행,592,이,VCP
31567,경주여행,592,라면,EC
31568,경주여행,592,역사,NNG
31569,경주여행,592,와,JC
31570,경주여행,592,하루,NNG
31571,경주여행,592,코스,NNG
31572,경주여행,592,남산,NNP
31573,경주여행,592,정복,NNG
31574,경주여행,592,하,XSV
31575,경주여행,592,기,ETN
31576,경주여행,592,코스,NNG
31577,경주여행,592,중,NNB
31578,경주여행,592,에서,JKB
31579,경주여행,593,을,JKO
31580,경주여행,593,가,VV
31581,경주여행,593,려고,EC
31582,경주여행,593,함,VX+ETN
31583,경주여행,593,니다,VCP+EF
31584,경주여행,593,",",SC
31585,경주여행,593,",!",SY
31586,경주여행,593,저희,NP
31587,경주여행,593,가족,NNG
31588,경주여행,593,이,JKS
31589,경주여행,593,2,SN
31590,경주여행,593,박,NNBC
31591,경주여행,593,3,SN
31592,경주여행,593,일,NNBC
31593,경주여행,593,로,JKB
31594,경주여행,593,을,JKO
31595,경주여행,593,가,VV
31596,경주여행,593,려고,EC
31597,경주여행,593,합니다,VX+EF
31598,경주여행,593,가족,NNG
31599,경주여행,593,은,JX
31600,경주여행,593,4,SN
31601,경주여행,593,인,NNG
31602,경주여행,593,가족,NNG
31603,경주여행,593,3,SN
31604,경주여행,593,학년,NNG
31605,경주여행,593,5,SN
31606,경주여행,593,학년,NNG
31607,경주여행,593,이,VCP
31608,경주여행,593,구요,EF
31609,경주여행,593,에,JKB
31610,경주여행,593,있,VV
31611,경주여행,593,는,ETM
31612,경주여행,593,문화재,NNG
31613,경주여행,593,를,JKO
31614,경주여행,593,보,VV
31615,경주여행,593,고,EC
31616,경주여행,593,작년,NNG
31617,경주여행,593,여름,NNG
31618,경주여행,593,방학,NNG
31619,경주여행,593,때,NNG
31620,경주여행,593,저,NP
31621,경주여행,593,도,JX
31622,경주여행,593,한,MM
31623,경주여행,593,번,NNBC
31624,경주여행,593,했었,VV+EP
31625,경주여행,593,죠,EF
31626,경주여행,593,저,NP
31627,경주여행,593,는,JX
31628,경주여행,593,2,SN
31629,경주여행,593,박,NNBC
31630,경주여행,593,3,SN
31631,경주여행,593,일,NNBC
31632,경주여행,593,로,JKB
31633,경주여행,593,갔다온,VV+ETM
31634,경주여행,593,게,NNB+JKC
31635,경주여행,593,아니,VCN
31636,경주여행,593,라,EC
31637,경주여행,593,당일,NNG
31638,경주여행,593,로,JKB
31639,경주여행,593,갔다왔,VV+EP
31640,경주여행,593,습니다,EF
31641,경주여행,593,성심껏,MAG
31642,경주여행,593,답변,NNG
31643,경주여행,594,포항,NNP
31644,경주여행,594,에서,JKB
31645,경주여행,594,가,VV
31646,경주여행,594,는,ETM
31647,경주여행,594,기차,NNG
31648,경주여행,594,와,JC
31649,경주여행,594,요금,NNG
31650,경주여행,594,그리고,MAJ
31651,경주여행,594,시,NNB
31652,경주여행,594,.,SF
31653,경주여행,594,..,SY
31654,경주여행,594,포항,NNP
31655,경주여행,594,에서,JKB
31656,경주여행,594,가,VV
31657,경주여행,594,는,ETM
31658,경주여행,594,기차,NNG
31659,경주여행,594,와,JC
31660,경주여행,594,요금,NNG
31661,경주여행,594,그리고,MAJ
31662,경주여행,594,시,NNG
31663,경주여행,594,중,NNB
31664,경주여행,594,3,SN
31665,경주여행,594,과,NNG
31666,경주여행,594,시,XSN
31667,경주여행,594,가,VV+EC
31668,경주여행,594,보,VX
31669,경주여행,594,아야,EC
31670,경주여행,594,할,VX+ETM
31671,경주여행,594,코스,NNG
31672,경주여행,594,그리고,MAJ
31673,경주여행,594,맛집,NNG
31674,경주여행,594,그리고,MAJ
31675,경주여행,594,시,XSN
31676,경주여행,594,가,VV+EC
31677,경주여행,594,보,VX
31678,경주여행,594,아야,EC
31679,경주여행,594,할,VX+ETM
31680,경주여행,594,곳,NNG
31681,경주여행,594,답변,NNG
31682,경주여행,594,드릴게요,VV+EC
31683,경주여행,594,포항,NNP
31684,경주여행,594,에서,JKB
31685,경주여행,594,가시,NNG
31686,경주여행,594,는,JX
31687,경주여행,594,열차,NNG
31688,경주여행,594,시간,NNG
31689,경주여행,594,가격,NNG
31690,경주여행,594,시,XSN
31691,경주여행,594,가,VV+EC
31692,경주여행,594,보,VX
31693,경주여행,594,아야,EC
31694,경주여행,594,할,VX+ETM
31695,경주여행,595,갈만,NNG
31696,경주여행,595,한,XSA+ETM
31697,경주여행,595,곳,NNB
31698,경주여행,595,알려,VV+EC
31699,경주여행,595,주,VX
31700,경주여행,595,세요,EP+EF
31701,경주여행,595,!,SF
31702,경주여행,595,!,SY
31703,경주여행,595,을,JKO
31704,경주여행,595,가,VV
31705,경주여행,595,려고,EC
31706,경주여행,595,합니다,VX+EC
31707,경주여행,595,2,SN
