,query,No,token,pos
11906,전주여행,425,전,NP+JX
11907,전주여행,425,주,VX
11908,전주여행,425,는,ETM
11909,전주여행,425,대중교통,NNG
11910,전주여행,425,이나,JC
11911,전주여행,425,택시,NNG
11912,전주여행,425,이용,NNG
11913,전주여행,425,하,XSV
11914,전주여행,425,시,EP
11915,전주여행,425,는,ETM
11916,전주여행,425,걸,NNB+JKO
11917,전주여행,426,완주,NNG
11918,전주여행,426,맛집,NNG
11919,전주여행,426,국내,NNG
11920,전주여행,426,전,NNG
11921,전주여행,426,주달,NNG
11922,전주여행,426,봉,NNG
11923,전주여행,426,이,JKS
11924,전주여행,426,달,NNG
11925,전주여행,426,봉,NNG
11926,전주여행,426,티비,NNG
11927,전주여행,426,코스,NNG
11928,전주여행,426,가,JKS
11929,전주여행,426,볼,VV+ETM
11930,전주여행,426,만,NNB
11931,전주여행,426,한,XSA+ETM
11932,전주여행,426,곳,NNG
11933,전주여행,426,여수,NNG
11934,전주여행,426,여수,NNG
11935,전주여행,426,가,JKS
11936,전주여행,426,볼,VV+ETM
11937,전주여행,426,만,NNB
11938,전주여행,426,한,XSA+ETM
11939,전주여행,426,곳,NNB
11940,전주여행,426,제주,NNP
11941,전주여행,426,도,JX
11942,전주여행,426,제주도,NNP
11943,전주여행,426,가,JKS
11944,전주여행,426,볼,VV+ETM
11945,전주여행,426,만,NNB
11946,전주여행,426,한,XSA+ETM
11947,전주여행,426,곳,NNG
11948,전주여행,426,전문,NNG
11949,전주여행,426,인,VCP+ETM
11950,전주여행,426,플,NNG
11951,전주여행,426,루,JKB
11952,전주여행,426,언서,NNG
11953,전주여행,426,전,NNG
11954,전주여행,426,주달,NNG
11955,전주여행,426,봉이,NNG
11956,전주여행,426,입니다,VCP+EF
11957,전주여행,426,완주,NNP
11958,전주여행,426,어느,MM
11959,전주여행,426,쪽,NNB
11960,전주여행,426,을,JKO
11961,전주여행,426,하,XSV
11962,전주여행,426,느냐,EC
11963,전주여행,426,에,JKB
11964,전주여행,426,따라,VV+EC
11965,전주여행,427,3,SN
11966,전주여행,427,박,NNBC
11967,전주여행,427,4,SN
11968,전주여행,427,일,NNBC
11969,전주여행,427,부탁,NNG
11970,전주여행,427,드립니다,VV+EC
11971,전주여행,427,맛집,NNG
11972,전주여행,427,국내,NNG
11973,전주여행,427,전,NNG
11974,전주여행,427,주달,NNG
11975,전주여행,427,봉,NNG
11976,전주여행,427,이,JKS
11977,전주여행,427,달,NNG
11978,전주여행,427,봉,NNG
11979,전주여행,427,티비,NNG
11980,전주여행,427,코스,NNG
11981,전주여행,427,가,JKS
11982,전주여행,427,볼,VV+ETM
11983,전주여행,427,만,NNB
11984,전주여행,427,한,XSA+ETM
11985,전주여행,427,곳,NNG
11986,전주여행,427,여수,NNG
11987,전주여행,427,여수,NNG
11988,전주여행,427,가,JKS
11989,전주여행,427,볼,VV+ETM
11990,전주여행,427,만,NNB
11991,전주여행,427,한,XSA+ETM
11992,전주여행,427,곳,NNB
11993,전주여행,427,제주,NNP
11994,전주여행,427,도,JX
11995,전주여행,427,제주도,NNP
11996,전주여행,427,가,JKS
11997,전주여행,427,볼,VV+ETM
11998,전주여행,427,만,NNB
11999,전주여행,427,한,XSA+ETM
12000,전주여행,427,곳,NNG
12001,전주여행,427,전문,NNG
12002,전주여행,427,인,VCP+ETM
12003,전주여행,427,플,NNG
12004,전주여행,427,루,JKB
12005,전주여행,427,언서,NNG
12006,전주여행,427,전,NNG
12007,전주여행,427,주달,NNG
12008,전주여행,427,봉이,NNG
12009,전주여행,427,입니다,VCP+EF
12010,전주여행,427,코스,NNG
12011,전주여행,427,는,JX
12012,전주여행,428,코스,NNG
12013,전주여행,428,좀,MAG
12014,전주여행,428,짜,VV+EC
12015,전주여행,428,주,VX
12016,전주여행,428,세요,EP+EF
12017,전주여행,428,ㅜㅜ,UNKNOWN
12018,전주여행,428,코스,NNG
12019,전주여행,428,를,JKO
12020,전주여행,428,짜,VV+EC
12021,전주여행,428,드릴,VX+ETM
12022,전주여행,428,수,NNB
12023,전주여행,428,있,VV
12024,전주여행,428,습니다,EF
12025,전주여행,428,전,NP+JX
12026,전주여행,428,주,VX
12027,전주여행,428,는,ETM
12028,전주여행,428,역사,NNG
12029,전주여행,428,적,XSN
12030,전주여행,428,인,VCP+ETM
12031,전주여행,428,유적지,NNG
12032,전주여행,428,와,JC
12033,전주여행,428,전통문화,NNG
12034,전주여행,428,가,JKS
12035,전주여행,428,빛나,VV
12036,전주여행,428,는,ETM
12037,전주여행,428,곳,NNG
12038,전주여행,428,으로,JKB
12039,전주여행,428,유명,XR
12040,전주여행,428,한데요,XSA+EF
12041,전주여행,428,먼저,MAG
12042,전주여행,428,한옥마을,NNP
12043,전주여행,428,을,JKO
12044,전주여행,428,방문,NNG
12045,전주여행,428,하,XSV
12046,전주여행,428,시,EP
12047,전주여행,428,면,EC
12048,전주여행,428,한,MM
12049,전주여행,428,옥,NNG
12050,전주여행,428,의,JKG
12051,전주여행,428,아름다움,VA+ETN
12052,전주여행,428,을,JKO
12053,전주여행,428,느낄,VV+ETM
12054,전주여행,428,수,NNB
12055,전주여행,428,있,VV
12056,전주여행,428,습니다,EF
12057,전주여행,428,의,JKG
12058,전주여행,428,시작,NNG
12059,전주여행,428,지,XSV
12060,전주여행,428,라고,EC
12061,전주여행,428,할,VX+ETM
12062,전주여행,428,수,NNB
12063,전주여행,428,있,VV
12064,전주여행,428,는,ETM
12065,전주여행,428,한옥,NNG
12066,전주여행,428,마을,NNG
12067,전주여행,428,에서,JKB
12068,전주여행,429,대중교통,NNG
12069,전주여행,429,이랑,JC
12070,전주여행,429,렌트카,NNG
12071,전주여행,429,중,NNB
12072,전주여행,429,어떤,MM
12073,전주여행,429,게,NNB+JKS
12074,전주여행,429,좋,VA
12075,전주여행,429,을까요,EF
12076,전주여행,429,?,SF
12077,전주여행,429,때,NNG
12078,전주여행,429,움직이,VV
12079,전주여행,429,기,ETN
12080,전주여행,429,차,NNG
12081,전주여행,429,가,JKS
12082,전주여행,429,편할지,VA+EC
12083,전주여행,429,대중교통,NNG
12084,전주여행,429,이,JKS
12085,전주여행,429,편할지,VA+EC
12086,전주여행,429,알려,VV+EC
12087,전주여행,429,주,VX
12088,전주여행,429,세요,EP+EF
12089,전주여행,429,교통,NNG
12090,전주여행,429,상황,NNG
12091,전주여행,429,이,JKS
12092,전주여행,429,어떤지,VA+EC
12093,전주여행,429,궁금,XR
12094,전주여행,429,합니다,XSA+EF
12095,전주여행,429,맛집,NNG
12096,전주여행,429,국내,NNG
12097,전주여행,429,전,NNG
12098,전주여행,429,주달,NNG
12099,전주여행,429,봉,NNG
12100,전주여행,429,이,JKS
12101,전주여행,429,달,NNG
12102,전주여행,429,봉,NNG
12103,전주여행,429,티비,NNG
12104,전주여행,429,코스,NNG
12105,전주여행,429,가,JKS
12106,전주여행,429,볼,VV+ETM
12107,전주여행,429,만,NNB
12108,전주여행,429,한,XSA+ETM
12109,전주여행,429,곳,NNG
12110,전주여행,429,여수,NNG
12111,전주여행,429,여수,NNG
12112,전주여행,429,가,JKS
12113,전주여행,429,볼,VV+ETM
12114,전주여행,429,만,NNB
12115,전주여행,429,한,XSA+ETM
12116,전주여행,429,곳,NNB
12117,전주여행,429,제주,NNP
12118,전주여행,429,도,JX
12119,전주여행,430,을,JKO
12120,전주여행,430,가시,VV
12121,전주여행,430,려,EC
12122,전주여행,430,하,VV
12123,전주여행,430,는군요,EC
12124,전주여행,430,그렇,VA
12125,전주여행,430,다면,EC
12126,전주여행,430,에서,JKB
12127,전주여행,430,연인,NNG
12128,전주여행,430,들,XSN
12129,전주여행,430,이,JKS
12130,전주여행,430,제일,MAG
12131,전주여행,430,많이,MAG
12132,전주여행,430,찾,VV
12133,전주여행,430,는,ETM
12134,전주여행,430,곳,NNG
12135,전주여행,430,들,XSN
12136,전주여행,430,추천,NNG
12137,전주여행,430,해,XSV+EC
12138,전주여행,430,드리,VX
12139,전주여행,430,겠,EP
12140,전주여행,430,습니다,EF
12141,전주여행,430,한옥마을,NNP
12142,전주여행,430,동물원,NNP
12143,전주여행,430,한국도로공사,NNP
12144,전주여행,430,수목원,NNG
12145,전주여행,430,향교,NNP
12146,전주여행,430,덕진,NNP
12147,전주여행,430,공원,NNG
12148,전주여행,431,관련,NNG
12149,전주여행,431,맛집,NNG
12150,전주여행,431,국내,NNG
12151,전주여행,431,전,NNG
12152,전주여행,431,주달,NNG
12153,전주여행,431,봉,NNG
12154,전주여행,431,이,JKS
12155,전주여행,431,달,NNG
12156,전주여행,431,봉,NNG
12157,전주여행,431,티비,NNG
12158,전주여행,431,코스,NNG
12159,전주여행,431,가,JKS
12160,전주여행,431,볼,VV+ETM
12161,전주여행,431,만,NNB
12162,전주여행,431,한,XSA+ETM
12163,전주여행,431,곳,NNG
12164,전주여행,431,여수,NNG
12165,전주여행,431,여수,NNG
12166,전주여행,431,가,JKS
12167,전주여행,431,볼,VV+ETM
12168,전주여행,431,만,NNB
12169,전주여행,431,한,XSA+ETM
12170,전주여행,431,곳,NNB
12171,전주여행,431,제주,NNP
12172,전주여행,431,도,JX
12173,전주여행,431,제주도,NNP
12174,전주여행,431,가,JKS
12175,전주여행,431,볼,VV+ETM
12176,전주여행,431,만,NNB
12177,전주여행,431,한,XSA+ETM
12178,전주여행,431,곳,NNG
12179,전주여행,431,전문,NNG
12180,전주여행,431,인,VCP+ETM
12181,전주여행,431,플,NNG
12182,전주여행,431,루,JKB
12183,전주여행,431,언서,NNG
12184,전주여행,431,전,NNG
12185,전주여행,431,주달,NNG
12186,전주여행,431,봉이,NNG
12187,전주여행,431,입니다,VCP+EF
12188,전주여행,431,주말,NNG
12189,전주여행,431,인지,VCP+EC
12190,전주여행,431,평일,NNG
12191,전주여행,431,인지,VCP+EC
12192,전주여행,431,에,JKB
12193,전주여행,431,따라,VV+EC
12194,전주여행,431,다릅니다,VA+EC
12195,전주여행,432,가,VV
12196,전주여행,432,려고,EC
12197,전주여행,432,하,VV
12198,전주여행,432,는,ETM
12199,전주여행,432,데,NNB
12200,전주여행,432,1,SN
12201,전주여행,432,박,NNBC
12202,전주여행,432,2,SN
12203,전주여행,432,일,NNBC
12204,전주여행,432,vs,SL
12205,전주여행,432,2,SN
12206,전주여행,432,박,NNBC
12207,전주여행,432,3,SN
12208,전주여행,432,일,NNBC
12209,전주여행,432,어떤,MM
12210,전주여행,432,게,NNB+JKS
12211,전주여행,432,적당,XR
12212,전주여행,432,할지,XSA+EC
12213,전주여행,432,추천,NNG
12214,전주여행,432,좀,MAG
12215,전주여행,432,해,VV+EC
12216,전주여행,432,주,VX
12217,전주여행,432,세요,EP+EF
12218,전주여행,432,맛집,NNG
12219,전주여행,432,국내,NNG
12220,전주여행,432,전,NNG
12221,전주여행,432,주달,NNG
12222,전주여행,432,봉,NNG
12223,전주여행,432,이,JKS
12224,전주여행,432,달,NNG
12225,전주여행,432,봉,NNG
12226,전주여행,432,티비,NNG
12227,전주여행,432,코스,NNG
12228,전주여행,432,가,JKS
12229,전주여행,432,볼,VV+ETM
12230,전주여행,432,만,NNB
12231,전주여행,432,한,XSA+ETM
12232,전주여행,432,곳,NNG
12233,전주여행,432,여수,NNG
12234,전주여행,432,여수,NNG
12235,전주여행,432,가,JKS
12236,전주여행,432,볼,VV+ETM
12237,전주여행,432,만,NNB
12238,전주여행,432,한,XSA+ETM
12239,전주여행,432,곳,NNB
12240,전주여행,432,제주,NNP
12241,전주여행,432,도,JX
12242,전주여행,432,제주도,NNP
12243,전주여행,432,가,JKS
12244,전주여행,432,볼,VV+ETM
12245,전주여행,432,만,NNB
12246,전주여행,432,한,XSA+ETM
12247,전주여행,432,곳,NNG
12248,전주여행,432,전문,NNG
12249,전주여행,432,인,VCP+ETM
12250,전주여행,432,플,NNG
12251,전주여행,432,루,JKB
12252,전주여행,432,언서,NNG
12253,전주여행,432,전,NNG
12254,전주여행,432,주달,NNG
12255,전주여행,432,봉이,NNG
12256,전주여행,432,입니다,VCP+EC
12257,전주여행,433,이번,NNG
12258,전주여행,433,주,NNG
12259,전주여행,433,에,JKB
12260,전주여행,433,1,SN
12261,전주여행,433,박,NNBC
12262,전주여행,433,2,SN
12263,전주여행,433,일,NNBC
12264,전주여행,433,로,JKB
12265,전주여행,433,처음,MAG
12266,전주여행,433,가,VV
12267,전주여행,433,는데,EC
12268,전주여행,433,가,VX
12269,전주여행,433,볼,EC+VX+ETM
12270,전주여행,433,데,NNB
12271,전주여행,433,추천,NNG
12272,전주여행,433,좀,MAG
12273,전주여행,433,해,VV+EC
12274,전주여행,433,주,VX
12275,전주여행,433,세요,EP+EF
12276,전주여행,433,걷,VV
12277,전주여행,433,기,ETN
12278,전주여행,433,좋,VA
12279,전주여행,433,은데,EC
12280,전주여행,433,위주,NNG
12281,전주여행,433,로,JKB
12282,전주여행,433,요,JX
12283,전주여행,433,걷,VV
12284,전주여행,433,는,ETM
12285,전주여행,433,거,NNB
12286,전주여행,433,좋,VA
12287,전주여행,433,아,EC
12288,전주여행,433,해요,VX+EF
12289,전주여행,433,트레,NNP
12290,전주여행,433,킹,NNP
12291,전주여행,433,좋,VA
12292,전주여행,433,아,EC
12293,전주여행,433,해요,VX+EF
12294,전주여행,433,을,JKO
12295,전주여행,433,계획,NNG
12296,전주여행,433,중,NNB
12297,전주여행,433,이,VCP
12298,전주여행,433,시,EP
12299,전주여행,433,군요,EF
12300,전주여행,433,에,JKB
12301,전주여행,433,는,JX
12302,전주여행,433,다양,XR
12303,전주여행,433,한,XSA+ETM
12304,전주여행,433,볼거리,NNG
12305,전주여행,433,들,XSN
12306,전주여행,433,과,JKB
12307,전주여행,434,2,SN
12308,전주여행,434,박,NNBC
12309,전주여행,434,3,SN
12310,전주여행,434,일,NNBC
12311,전주여행,434,3,SN
12312,전주여행,434,명,NNBC
12313,전주여행,434,1,SN
12314,전주여행,434,인,NNG
12315,전주여행,434,경비,NNG
12316,전주여행,434,식비,NNG
12317,전주여행,434,랑,JKB
12318,전주여행,434,교통비,NNG
12319,전주여행,434,감,NNG
12320,전주여행,434,이,JKS
12321,전주여행,434,안,MAG
12322,전주여행,434,잡혀서,VV+EC
12323,전주여행,434,요,MM
12324,전주여행,434,술,NNG
12325,전주여행,434,은,JX
12326,전주여행,434,마실,VV+ETM
12327,전주여행,434,건데,NNB+VCP+EC
12328,전주여행,434,많이,MAG
12329,전주여행,434,안,MAG
12330,전주여행,434,마셔서,VV+EC
12331,전주여행,434,술값,NNG
12332,전주여행,434,으로,JKB
12333,전주여행,434,는,JX
12334,전주여행,434,한,MM
12335,전주여행,434,번,NNBC
12336,전주여행,434,마실,VV+ETM
12337,전주여행,434,때,NNG
12338,전주여행,434,만,NR
12339,전주여행,434,원,NNBC
12340,전주여행,434,씩,XSN
12341,전주여행,434,쓸,VV+ETM
12342,전주여행,434,거,NNB
12343,전주여행,434,같,VA
12344,전주여행,434,아요,EF
12345,전주여행,434,맛집,NNG
12346,전주여행,434,국내,NNG
12347,전주여행,434,전,NNG
12348,전주여행,434,주달,NNG
12349,전주여행,434,봉,NNG
12350,전주여행,434,이,JKS
12351,전주여행,434,달,NNG
12352,전주여행,434,봉,NNG
12353,전주여행,434,티비,NNG
12354,전주여행,434,코스,NNG
12355,전주여행,434,가,JKS
12356,전주여행,434,볼,VV+ETM
12357,전주여행,434,만,NNB
12358,전주여행,434,한,XSA+ETM
12359,전주여행,434,곳,NNG
12360,전주여행,434,여수,NNG
12361,전주여행,434,여수,NNG
12362,전주여행,434,가,JKS
12363,전주여행,434,볼,VV+ETM
12364,전주여행,434,만,NNB
12365,전주여행,434,한,XSA+ETM
12366,전주여행,434,곳,NNG
12367,전주여행,435,2,SN
12368,전주여행,435,박,NNBC
12369,전주여행,435,3,SN
12370,전주여행,435,일,NNBC
12371,전주여행,435,비용,NNG
12372,전주여행,435,맛집,NNG
12373,전주여행,435,국내,NNG
12374,전주여행,435,전,NNG
12375,전주여행,435,주달,NNG
12376,전주여행,435,봉,NNG
12377,전주여행,435,이,JKS
12378,전주여행,435,달,NNG
12379,전주여행,435,봉,NNG
12380,전주여행,435,티비,NNG
12381,전주여행,435,코스,NNG
12382,전주여행,435,가,JKS
12383,전주여행,435,볼,VV+ETM
12384,전주여행,435,만,NNB
12385,전주여행,435,한,XSA+ETM
12386,전주여행,435,곳,NNG
12387,전주여행,435,여수,NNG
12388,전주여행,435,여수,NNG
12389,전주여행,435,가,JKS
12390,전주여행,435,볼,VV+ETM
12391,전주여행,435,만,NNB
12392,전주여행,435,한,XSA+ETM
12393,전주여행,435,곳,NNB
12394,전주여행,435,제주,NNP
12395,전주여행,435,도,JX
12396,전주여행,435,제주도,NNP
12397,전주여행,435,가,JKS
12398,전주여행,435,볼,VV+ETM
12399,전주여행,435,만,NNB
12400,전주여행,435,한,XSA+ETM
12401,전주여행,435,곳,NNG
12402,전주여행,435,전문,NNG
12403,전주여행,435,인,VCP+ETM
12404,전주여행,435,플,NNG
12405,전주여행,435,루,JKB
12406,전주여행,435,언서,NNG
12407,전주여행,435,전,NNG
12408,전주여행,435,주달,NNG
12409,전주여행,435,봉이,NNG
12410,전주여행,435,입니다,VCP+EF
12411,전주여행,435,한옥마을,NNP
12412,전주여행,435,은,JX
12413,전주여행,435,입장료,NNG
12414,전주여행,435,는,JX
12415,전주여행,435,따로,MAG
12416,전주여행,435,없,VA
12417,전주여행,435,습니다,EF
12418,전주여행,435,기본,NNG
12419,전주여행,436,친구,NNG
12420,전주여행,436,랑,JKB
12421,전주여행,436,친구,NNG
12422,전주여행,436,랑,JC
12423,전주여행,436,첫,MM
12424,전주여행,436,을,JKO
12425,전주여행,436,가,VV+EC
12426,전주여행,436,보,VX
12427,전주여행,436,려고,EC
12428,전주여행,436,합니다,VX+EC
12429,전주여행,436,가,VX
12430,전주여행,436,볼,EC+VX+ETM
12431,전주여행,436,만,NNB
12432,전주여행,436,한,XSA+ETM
12433,전주여행,436,곳,NNG
12434,전주여행,436,호텔,NNG
12435,전주여행,436,맛집,NNG
12436,전주여행,436,추천,NNG
12437,전주여행,436,해,XSV+EC
12438,전주여행,436,주,VX
12439,전주여행,436,세요,EP+EF
12440,전주여행,436,호텔,NNG
12441,전주여행,436,은,JX
12442,전주여행,436,시설,NNG
12443,전주여행,436,이,JKS
12444,전주여행,436,괜찮,VA
12445,전주여행,436,고,EC
12446,전주여행,436,깨끗,XR
12447,전주여행,436,했으면,XSA+EP+EC
12448,전주여행,436,좋,VA
12449,전주여행,436,겠,EP
12450,전주여행,436,어요,EF
12451,전주여행,436,한옥,NNP
12452,전주여행,436,이,VCP
12453,전주여행,436,어도,EC
12454,전주여행,436,괜찮,VA
12455,전주여행,436,아요,EF
12456,전주여행,436,침대,NNG
12457,전주여행,436,가,JKS
12458,전주여행,436,있,VA
12459,전주여행,436,는,ETM
12460,전주여행,436,곳,NNG
12461,전주여행,436,이,VCP
12462,전주여행,436,면,EC
12463,전주여행,436,더,MAG
12464,전주여행,436,좋,VA
12465,전주여행,436,겠,EP
12466,전주여행,436,어요,EF
12467,전주여행,436,맛집,NNG
12468,전주여행,436,은,JX
12469,전주여행,436,양식,NNG
12470,전주여행,436,중식,NNG
12471,전주여행,436,일식,NNG
12472,전주여행,436,상관없,VA
12473,전주여행,436,습니다,EF
12474,전주여행,436,비용,NNG
12475,전주여행,436,도,JX
12476,전주여행,436,1,SN
12477,전주여행,436,인당,NNG
12478,전주여행,437,2,SN
12479,전주여행,437,박,NNBC
12480,전주여행,437,3,SN
12481,전주여행,437,일,NNBC
12482,전주여행,437,크리스마스,NNG
12483,전주여행,437,맛집,NNG
12484,전주여행,437,국내,NNG
12485,전주여행,437,전,NNG
12486,전주여행,437,주달,NNG
12487,전주여행,437,봉,NNG
12488,전주여행,437,이,JKS
12489,전주여행,437,달,NNG
12490,전주여행,437,봉,NNG
12491,전주여행,437,티비,NNG
12492,전주여행,437,코스,NNG
12493,전주여행,437,가,JKS
12494,전주여행,437,볼,VV+ETM
12495,전주여행,437,만,NNB
12496,전주여행,437,한,XSA+ETM
12497,전주여행,437,곳,NNG
12498,전주여행,437,여수,NNG
12499,전주여행,437,여수,NNG
12500,전주여행,437,가,JKS
12501,전주여행,437,볼,VV+ETM
12502,전주여행,437,만,NNB
12503,전주여행,437,한,XSA+ETM
12504,전주여행,437,곳,NNB
12505,전주여행,437,제주,NNP
12506,전주여행,437,도,JX
12507,전주여행,437,제주도,NNP
12508,전주여행,437,가,JKS
12509,전주여행,437,볼,VV+ETM
12510,전주여행,437,만,NNB
12511,전주여행,437,한,XSA+ETM
12512,전주여행,437,곳,NNG
12513,전주여행,437,전문,NNG
12514,전주여행,437,인,VCP+ETM
12515,전주여행,437,플,NNG
12516,전주여행,437,루,JKB
12517,전주여행,437,언서,NNG
12518,전주여행,437,전,NNG
12519,전주여행,437,주달,NNG
12520,전주여행,437,봉이,NNG
12521,전주여행,437,입니다,VCP+EF
12522,전주여행,437,코스,NNG
12523,전주여행,437,는,JX
12524,전주여행,437,한옥,NNG
12525,전주여행,437,마을,NNG
12526,전주여행,437,에서부터,JKB
12527,전주여행,437,시작,NNG
12528,전주여행,437,을,JKO
12529,전주여행,438,1,SN
12530,전주여행,438,박,NNBC
12531,전주여행,438,2,SN
12532,전주여행,438,일,NNBC
12533,전주여행,438,~.~,SY
12534,전주여행,438,질문,NNG
12535,전주여행,438,하,XSV
12536,전주여행,438,신,EP+ETM
12537,전주여행,438,일정,NNG
12538,전주여행,438,관련,NNG
12539,전주여행,438,답변,NNG
12540,전주여행,438,드리,VV
12541,전주여행,438,도록,EC
12542,전주여행,438,하,VX
12543,전주여행,438,겠,EP
12544,전주여행,438,습니다,EF
12545,전주여행,438,가실,NNG
12546,전주여행,438,때,NNG
12547,전주여행,438,계획,NNG
12548,전주여행,438,짜,VV
12549,전주여행,438,기,ETN
12550,전주여행,438,너무,MAG
12551,전주여행,438,귀찮,VA
12552,전주여행,438,죠,EF
12553,전주여행,438,제,NP
12554,전주여행,438,가,JKS
12555,전주여행,438,에서,JKB
12556,전주여행,438,즐길,VV+ETM
12557,전주여행,438,수,NNB
12558,전주여행,438,있,VV
12559,전주여행,438,는,ETM
12560,전주여행,438,1,SN
12561,전주여행,438,박,NNBC
12562,전주여행,438,2,SN
12563,전주여행,438,일,NNBC
12564,전주여행,438,을,JKO
12565,전주여행,438,준비,NNG
12566,전주여행,438,해,XSV+EC
12567,전주여행,438,보,VX
12568,전주여행,438,았,EP
12569,전주여행,438,어요,EF
12570,전주여행,438,아래,NNG
12571,전주여행,438,일정,NNG
12572,전주여행,438,을,JKO
12573,전주여행,438,참고,NNG
12574,전주여행,438,해,XSV+EC
12575,전주여행,438,보,VX
12576,전주여행,438,시,EP
12577,전주여행,438,고,EC
12578,전주여행,438,즐거운,VA+ETM
12579,전주여행,438,되,XSV
12580,전주여행,438,시,EP
12581,전주여행,438,길,ETN+JKO
12582,전주여행,438,바라,VV
12583,전주여행,438,요,EC
12584,전주여행,438,1,SN
12585,전주여행,438,일,NNBC
12586,전주여행,438,차,NNG
12587,전주여행,439,초등,NNG
12588,전주여행,439,6,SN
12589,전주여행,439,학년,NNG
12590,전주여행,439,210,SN
12591,전주여행,439,명,NNBC
12592,전주여행,439,일,NR
12593,전주여행,439,대,NNBC
12594,전주여행,439,1,SN
12595,전주여행,439,박,NNBC
12596,전주여행,439,2,SN
12597,전주여행,439,일,NNBC
12598,전주여행,439,수학여행,NNG
12599,전주여행,439,코스,NNG
12600,전주여행,439,관광,NNG
12601,전주여행,439,에,JKB
12602,전주여행,439,달인,NNG
12603,전주여행,439,이,VCP
12604,전주여행,439,신,EP+ETM
12605,전주여행,439,전,MM
12606,전주여행,439,주달,NNG
12607,전주여행,439,봉이,NNG
12608,전주여행,439,님,XSN
12609,전주여행,439,께서,JKS
12610,전주여행,439,코스,NNG
12611,전주여행,439,추천,NNG
12612,전주여행,439,을,JKO
12613,전주여행,439,해,VV+EC
12614,전주여행,439,주,VX
12615,전주여행,439,시,EP
12616,전주여행,439,면,EC
12617,전주여행,439,대단히,MAG
12618,전주여행,439,감사,NNG
12619,전주여행,439,드리,VV
12620,전주여행,439,겠,EP
12621,전주여행,439,습니다,EF
12622,전주여행,439,맛집,NNG
12623,전주여행,439,국내,NNG
12624,전주여행,439,전,NNG
12625,전주여행,439,주달,NNG
12626,전주여행,439,봉,NNG
12627,전주여행,439,이,JKS
12628,전주여행,439,달,NNG
12629,전주여행,439,봉,NNG
12630,전주여행,439,티비,NNG
12631,전주여행,439,코스,NNG
12632,전주여행,439,가,JKS
12633,전주여행,439,볼,VV+ETM
12634,전주여행,439,만,NNB
12635,전주여행,439,한,XSA+ETM
12636,전주여행,439,곳,NNG
12637,전주여행,439,여수,NNG
12638,전주여행,439,여수,NNG
12639,전주여행,439,가,JKS
12640,전주여행,439,볼,VV+ETM
12641,전주여행,439,만,NNB
12642,전주여행,439,한,XSA+ETM
12643,전주여행,439,곳,NNB
12644,전주여행,439,제주,NNP
12645,전주여행,439,도,JX
12646,전주여행,440,1,SN
12647,전주여행,440,박,NNBC
12648,전주여행,440,2,SN
12649,전주여행,440,일,NNBC
12650,전주여행,440,혼자,NNG
12651,전주여행,440,코스,NNG
12652,전주여행,440,질문,NNG
12653,전주여행,440,하,XSV
12654,전주여행,440,신,EP+ETM
12655,전주여행,440,정보,NNG
12656,전주여행,440,정리,NNG
12657,전주여행,440,해,XSV+EC
12658,전주여행,440,봤,VX+EP
12659,전주여행,440,습니다,EF
12660,전주여행,440,참고,NNG
12661,전주여행,440,해,XSV+EC
12662,전주여행,440,주,VX
12663,전주여행,440,세요,EP+EF
12664,전주여행,440,전,MM
12665,전주여행,440,주,NNG
12666,전주여행,440,에서,JKB
12667,전주여행,440,가,VV
12668,전주여행,440,볼,EC+VX+ETM
12669,전주여행,440,만,NNB
12670,전주여행,440,한,XSA+ETM
12671,전주여행,440,곳,NNB
12672,전주여행,440,덕진,NNP
12673,전주여행,440,공원,NNG
12674,전주여행,440,추천,NNP
12675,전주여행,440,덕진,NNP
12676,전주여행,440,공원,NNG
12677,전주여행,440,이,JKS
12678,전주여행,440,터미널,NNG
12679,전주여행,440,에서,JKB
12680,전주여행,440,가장,MAG
12681,전주여행,440,가까운,VA+ETM
12682,전주여행,440,곳,NNG
12683,전주여행,440,이,VCP
12684,전주여행,440,에요,EF
12685,전주여행,440,산책,NNG
12686,전주여행,440,하,XSV
12687,전주여행,440,기,ETN
12688,전주여행,440,에,JKB
12689,전주여행,440,좋,VA
12690,전주여행,440,은,ETM
12691,전주여행,440,호수,NNG
12692,전주여행,440,공원,NNG
12693,전주여행,440,이,VCP
12694,전주여행,440,에요,EF
12695,전주여행,440,덕진,NNP
12696,전주여행,440,공원,NNG
12697,전주여행,440,을,JKO
12698,전주여행,440,생략,NNG
12699,전주여행,440,하,XSV
12700,전주여행,440,고,EC
12701,전주여행,440,곧바로,MAG
12702,전주여행,440,남부,NNG
12703,전주여행,440,시장,NNG
12704,전주여행,440,과,JC
12705,전주여행,441,갈,VV+ETM
12706,전주여행,441,곳,NNB
12707,전주여행,441,",",SC
12708,전주여행,441,전시회,NNG
12709,전주여행,441,추천,NNG
12710,전주여행,441,제,XSN
12711,전주여행,441,가,JKS
12712,전주여행,441,이번,NNG
12713,전주여행,441,달,NNG
12714,전주여행,441,말,NNG
12715,전주여행,441,에,JKB
12716,전주여행,441,남자,NNG
12717,전주여행,441,친구,NNG
12718,전주여행,441,랑,JKB
12719,전주여행,441,을,JKO
12720,전주여행,441,가,VV
12721,전주여행,441,는데요,EC
12722,전주여행,441,한옥마을,NNP
12723,전주여행,441,만,JX
12724,전주여행,441,가,VV
12725,전주여행,441,기,ETN
12726,전주여행,441,엔,JKB+JX
