,query,token,pos
11870,전주여행,주달,NNG
11871,전주여행,봉,NNG
11873,전주여행,달,NNG
11874,전주여행,봉,NNG
11875,전주여행,티비,NNG
11876,전주여행,코스,NNG
11881,전주여행,곳,NNG
11882,전주여행,여수,NNG
11883,전주여행,여수,NNG
11889,전주여행,제주,NNP
11891,전주여행,제주도,NNP
11896,전주여행,곳,NNG
11897,전주여행,전문,NNG
11899,전주여행,플,NNG
11901,전주여행,언서,NNG
11902,전주여행,전,NNG
11903,전주여행,주달,NNG
11904,전주여행,봉이,NNG
11909,전주여행,대중교통,NNG
11911,전주여행,택시,NNG
11912,전주여행,이용,NNG
11917,전주여행,완주,NNG
11918,전주여행,맛집,NNG
11919,전주여행,국내,NNG
11920,전주여행,전,NNG
11921,전주여행,주달,NNG
11922,전주여행,봉,NNG
11924,전주여행,달,NNG
11925,전주여행,봉,NNG
11926,전주여행,티비,NNG
11927,전주여행,코스,NNG
11932,전주여행,곳,NNG
11933,전주여행,여수,NNG
11934,전주여행,여수,NNG
11940,전주여행,제주,NNP
11942,전주여행,제주도,NNP
11947,전주여행,곳,NNG
11948,전주여행,전문,NNG
11950,전주여행,플,NNG
11952,전주여행,언서,NNG
11953,전주여행,전,NNG
11954,전주여행,주달,NNG
11955,전주여행,봉이,NNG
11957,전주여행,완주,NNP
11969,전주여행,부탁,NNG
11971,전주여행,맛집,NNG
11972,전주여행,국내,NNG
11973,전주여행,전,NNG
11974,전주여행,주달,NNG
11975,전주여행,봉,NNG
11977,전주여행,달,NNG
11978,전주여행,봉,NNG
11979,전주여행,티비,NNG
11980,전주여행,코스,NNG
11985,전주여행,곳,NNG
11986,전주여행,여수,NNG
11987,전주여행,여수,NNG
11993,전주여행,제주,NNP
11995,전주여행,제주도,NNP
12000,전주여행,곳,NNG
12001,전주여행,전문,NNG
12003,전주여행,플,NNG
12005,전주여행,언서,NNG
12006,전주여행,전,NNG
12007,전주여행,주달,NNG
12008,전주여행,봉이,NNG
12010,전주여행,코스,NNG
12012,전주여행,코스,NNG
12018,전주여행,코스,NNG
12028,전주여행,역사,NNG
12031,전주여행,유적지,NNG
12033,전주여행,전통문화,NNG
12037,전주여행,곳,NNG
12042,전주여행,한옥마을,NNP
12044,전주여행,방문,NNG
12049,전주여행,옥,NNG
12058,전주여행,시작,NNG
12065,전주여행,한옥,NNG
12066,전주여행,마을,NNG
12068,전주여행,대중교통,NNG
12070,전주여행,렌트카,NNG
12077,전주여행,때,NNG
12080,전주여행,차,NNG
12083,전주여행,대중교통,NNG
12089,전주여행,교통,NNG
12090,전주여행,상황,NNG
12095,전주여행,맛집,NNG
12096,전주여행,국내,NNG
12097,전주여행,전,NNG
12098,전주여행,주달,NNG
12099,전주여행,봉,NNG
12101,전주여행,달,NNG
12102,전주여행,봉,NNG
12103,전주여행,티비,NNG
12104,전주여행,코스,NNG
12109,전주여행,곳,NNG
12110,전주여행,여수,NNG
12111,전주여행,여수,NNG
12117,전주여행,제주,NNP
12127,전주여행,연인,NNG
12134,전주여행,곳,NNG
12136,전주여행,추천,NNG
12141,전주여행,한옥마을,NNP
12142,전주여행,동물원,NNP
12143,전주여행,한국도로공사,NNP
12144,전주여행,수목원,NNG
12145,전주여행,향교,NNP
12146,전주여행,덕진,NNP
12147,전주여행,공원,NNG
12148,전주여행,관련,NNG
12149,전주여행,맛집,NNG
12150,전주여행,국내,NNG
12151,전주여행,전,NNG
12152,전주여행,주달,NNG
12153,전주여행,봉,NNG
12155,전주여행,달,NNG
12156,전주여행,봉,NNG
12157,전주여행,티비,NNG
12158,전주여행,코스,NNG
12163,전주여행,곳,NNG
12164,전주여행,여수,NNG
12165,전주여행,여수,NNG
12171,전주여행,제주,NNP
12173,전주여행,제주도,NNP
12178,전주여행,곳,NNG
12179,전주여행,전문,NNG
12181,전주여행,플,NNG
12183,전주여행,언서,NNG
12184,전주여행,전,NNG
12185,전주여행,주달,NNG
12186,전주여행,봉이,NNG
12188,전주여행,주말,NNG
12190,전주여행,평일,NNG
12213,전주여행,추천,NNG
12218,전주여행,맛집,NNG
12219,전주여행,국내,NNG
12220,전주여행,전,NNG
12221,전주여행,주달,NNG
12222,전주여행,봉,NNG
12224,전주여행,달,NNG
12225,전주여행,봉,NNG
12226,전주여행,티비,NNG
12227,전주여행,코스,NNG
12232,전주여행,곳,NNG
12233,전주여행,여수,NNG
12234,전주여행,여수,NNG
12240,전주여행,제주,NNP
12242,전주여행,제주도,NNP
12247,전주여행,곳,NNG
12248,전주여행,전문,NNG
12250,전주여행,플,NNG
12252,전주여행,언서,NNG
12253,전주여행,전,NNG
12254,전주여행,주달,NNG
12255,전주여행,봉이,NNG
12257,전주여행,이번,NNG
12258,전주여행,주,NNG
12271,전주여행,추천,NNG
12280,전주여행,위주,NNG
12289,전주여행,트레,NNP
12290,전주여행,킹,NNP
12295,전주여행,계획,NNG
12304,전주여행,볼거리,NNG
12314,전주여행,인,NNG
12315,전주여행,경비,NNG
12316,전주여행,식비,NNG
12318,전주여행,교통비,NNG
12319,전주여행,감,NNG
12324,전주여행,술,NNG
12331,전주여행,술값,NNG
12337,전주여행,때,NNG
12345,전주여행,맛집,NNG
12346,전주여행,국내,NNG
12347,전주여행,전,NNG
12348,전주여행,주달,NNG
12349,전주여행,봉,NNG
12351,전주여행,달,NNG
12352,전주여행,봉,NNG
12353,전주여행,티비,NNG
12354,전주여행,코스,NNG
12359,전주여행,곳,NNG
12360,전주여행,여수,NNG
12361,전주여행,여수,NNG
12366,전주여행,곳,NNG
12371,전주여행,비용,NNG
12372,전주여행,맛집,NNG
12373,전주여행,국내,NNG
12374,전주여행,전,NNG
12375,전주여행,주달,NNG
12376,전주여행,봉,NNG
12378,전주여행,달,NNG
12379,전주여행,봉,NNG
12380,전주여행,티비,NNG
12381,전주여행,코스,NNG
12386,전주여행,곳,NNG
12387,전주여행,여수,NNG
12388,전주여행,여수,NNG
12394,전주여행,제주,NNP
12396,전주여행,제주도,NNP
12401,전주여행,곳,NNG
12402,전주여행,전문,NNG
12404,전주여행,플,NNG
12406,전주여행,언서,NNG
12407,전주여행,전,NNG
12408,전주여행,주달,NNG
12409,전주여행,봉이,NNG
12411,전주여행,한옥마을,NNP
12413,전주여행,입장료,NNG
12418,전주여행,기본,NNG
12419,전주여행,친구,NNG
12421,전주여행,친구,NNG
12433,전주여행,곳,NNG
12434,전주여행,호텔,NNG
12435,전주여행,맛집,NNG
12436,전주여행,추천,NNG
12440,전주여행,호텔,NNG
12442,전주여행,시설,NNG
12451,전주여행,한옥,NNP
12456,전주여행,침대,NNG
12460,전주여행,곳,NNG
12467,전주여행,맛집,NNG
12469,전주여행,양식,NNG
12470,전주여행,중식,NNG
12471,전주여행,일식,NNG
12474,전주여행,비용,NNG
12477,전주여행,인당,NNG
12482,전주여행,크리스마스,NNG
12483,전주여행,맛집,NNG
12484,전주여행,국내,NNG
12485,전주여행,전,NNG
12486,전주여행,주달,NNG
12487,전주여행,봉,NNG
12489,전주여행,달,NNG
12490,전주여행,봉,NNG
12491,전주여행,티비,NNG
12492,전주여행,코스,NNG
12497,전주여행,곳,NNG
12498,전주여행,여수,NNG
12499,전주여행,여수,NNG
12505,전주여행,제주,NNP
12507,전주여행,제주도,NNP
12512,전주여행,곳,NNG
12513,전주여행,전문,NNG
12515,전주여행,플,NNG
12517,전주여행,언서,NNG
12518,전주여행,전,NNG
12519,전주여행,주달,NNG
12520,전주여행,봉이,NNG
12522,전주여행,코스,NNG
12524,전주여행,한옥,NNG
12525,전주여행,마을,NNG
12527,전주여행,시작,NNG
12534,전주여행,질문,NNG
12537,전주여행,일정,NNG
12538,전주여행,관련,NNG
12539,전주여행,답변,NNG
12545,전주여행,가실,NNG
12546,전주여행,때,NNG
12547,전주여행,계획,NNG
12565,전주여행,준비,NNG
12570,전주여행,아래,NNG
12571,전주여행,일정,NNG
12573,전주여행,참고,NNG
12586,전주여행,차,NNG
12587,전주여행,초등,NNG
12589,전주여행,학년,NNG
12598,전주여행,수학여행,NNG
12599,전주여행,코스,NNG
12600,전주여행,관광,NNG
12602,전주여행,달인,NNG
12606,전주여행,주달,NNG
12607,전주여행,봉이,NNG
12610,전주여행,코스,NNG
12611,전주여행,추천,NNG
12618,전주여행,감사,NNG
12622,전주여행,맛집,NNG
12623,전주여행,국내,NNG
12624,전주여행,전,NNG
12625,전주여행,주달,NNG
12626,전주여행,봉,NNG
12628,전주여행,달,NNG
12629,전주여행,봉,NNG
12630,전주여행,티비,NNG
12631,전주여행,코스,NNG
12636,전주여행,곳,NNG
12637,전주여행,여수,NNG
12638,전주여행,여수,NNG
12644,전주여행,제주,NNP
12650,전주여행,혼자,NNG
12651,전주여행,코스,NNG
12652,전주여행,질문,NNG
12655,전주여행,정보,NNG
12656,전주여행,정리,NNG
12660,전주여행,참고,NNG
12665,전주여행,주,NNG
12672,전주여행,덕진,NNP
12673,전주여행,공원,NNG
12674,전주여행,추천,NNP
12675,전주여행,덕진,NNP
12676,전주여행,공원,NNG
12678,전주여행,터미널,NNG
12682,전주여행,곳,NNG
12685,전주여행,산책,NNG
12691,전주여행,호수,NNG
12692,전주여행,공원,NNG
12695,전주여행,덕진,NNP
12696,전주여행,공원,NNG
12698,전주여행,생략,NNG
12702,전주여행,남부,NNG
12703,전주여행,시장,NNG
12708,전주여행,전시회,NNG
12709,전주여행,추천,NNG
12712,전주여행,이번,NNG
12713,전주여행,달,NNG
12714,전주여행,말,NNG
12716,전주여행,남자,NNG
12717,전주여행,친구,NNG
12722,전주여행,한옥마을,NNP
12728,전주여행,갈만,NNG
12730,전주여행,곳,NNG
12731,전주여행,공방,NNG
12732,전주여행,전시회,NNG
12738,전주여행,추천,NNG
12739,전주여행,부탁,NNG
12741,전주여행,안녕,NNG
12744,전주여행,질문,NNG
12747,전주여행,관련,NNG
12748,전주여행,답변,NNG
12762,전주여행,코스,NNG
12763,전주여행,추천,NNG
12764,전주여행,안녕,NNG
12767,전주여행,여자,NNG
12768,전주여행,친구,NNG
12772,전주여행,예정,NNG
12774,전주여행,숙소,NNG
12776,전주여행,더클래식,NNP
12777,전주여행,호텔,NNG
12785,전주여행,일정,NNG
12794,전주여행,금요일,NNG
12795,전주여행,오후,NNG
12800,전주여행,도착,NNG
12801,전주여행,예정,NNG
12804,전주여행,자,NNG
12806,전주여행,차,NNG
12810,전주여행,이동,NNG
12811,전주여행,수단,NNG
12813,전주여행,대중교통,NNG
12815,전주여행,택시,NNG
12818,전주여행,예정,NNG
12821,전주여행,거리,NNG
12828,전주여행,추석,NNG
12830,전주여행,예정,NNG
12834,전주여행,갈만,NNG
12836,전주여행,곳,NNG
12837,전주여행,추천,NNG
12841,전주여행,맛집,NNG
12842,전주여행,국내,NNG
12843,전주여행,전,NNG
12844,전주여행,주달,NNG
12845,전주여행,봉,NNG
12847,전주여행,달,NNG
12848,전주여행,봉,NNG
12849,전주여행,티비,NNG
12850,전주여행,코스,NNG
12855,전주여행,곳,NNG
12856,전주여행,여수,NNG
12857,전주여행,여수,NNG
12863,전주여행,제주,NNP
12865,전주여행,갈만,NNG
12871,전주여행,맛집,NNG
12872,전주여행,국내,NNG
12873,전주여행,전,NNG
12874,전주여행,주달,NNG
12875,전주여행,봉,NNG
12877,전주여행,달,NNG
12878,전주여행,봉,NNG
12879,전주여행,티비,NNG
12880,전주여행,코스,NNG
12885,전주여행,곳,NNG
12886,전주여행,여수,NNG
12887,전주여행,여수,NNG
12893,전주여행,제주,NNP
12895,전주여행,제주도,NNP
12900,전주여행,곳,NNG
12901,전주여행,전문,NNG
12903,전주여행,플,NNG
12905,전주여행,언서,NNG
12906,전주여행,전,NNG
12907,전주여행,주달,NNG
12908,전주여행,봉이,NNG
12910,전주여행,코스,NNG
12912,전주여행,한옥,NNG
12913,전주여행,마을,NNG
12915,전주여행,코스,NNG
12916,전주여행,일정,NNG
12919,전주여행,문자,NNG
12925,전주여행,반양,NNG
12929,전주여행,시간,NNG
12931,전주여행,무리,NNG
12943,전주여행,곳,NNG
12947,전주여행,일정,NNG
12956,전주여행,차,NNG
12957,전주여행,가운데,NNG
12958,전주여행,집,NNG
12959,전주여행,점심,NNG
12961,전주여행,박물관,NNG
12962,전주여행,관광,NNG
12963,전주여행,수목원,NNG
12964,전주여행,관광,NNG
12967,전주여행,관광,NNG
12968,전주여행,교동,NNP
12969,전주여행,다윈,NNP
12970,전주여행,추천,NNG
12971,전주여행,부탁,NNG
12989,전주여행,곳,NNG
12991,전주여행,맛집,NNG
12992,전주여행,추천,NNG
12993,전주여행,부탁,NNG
12995,전주여행,감사,NNG
12997,전주여행,맛집,NNG
12998,전주여행,전,NNG
12999,전주여행,주달,NNG
13000,전주여행,봉,NNG
13002,전주여행,달,NNG
13003,전주여행,봉,NNG
13004,전주여행,티비,NNG
13005,전주여행,코스,NNG
13010,전주여행,곳,NNG
13012,전주여행,플,NNG
13014,전주여행,언서,NNG
13015,전주여행,전,NNG
13016,전주여행,주달,NNG
13017,전주여행,봉이,NNG
13019,전주여행,강아지,NNG
13022,전주여행,가능,NNG
13026,전주여행,강아지,NNG
13028,전주여행,동반,NNG
13033,전주여행,강아지,NNG
13044,전주여행,맛집,NNG
13046,전주여행,관광,NNG
13047,전주여행,징,NNG
13048,전주여행,반려,NNG
13049,전주여행,동물,NNG
13052,전주여행,앱,NNG
13053,전주여행,반려,NNG
13054,전주여행,생활,NNG
13056,전주여행,하늘,NNG
13060,전주여행,가을,NNG
13066,전주여행,강아지,NNG
13072,전주여행,추억,NNG
13073,전주여행,광주,NNP
13079,전주여행,감사,NNG
13083,전주여행,맛집,NNG
13084,전주여행,국내,NNG
13085,전주여행,전,NNG
13086,전주여행,주달,NNG
13087,전주여행,봉,NNG
13089,전주여행,달,NNG
13090,전주여행,봉,NNG
13091,전주여행,티비,NNG
13092,전주여행,코스,NNG
13097,전주여행,곳,NNG
13098,전주여행,여수,NNG
13099,전주여행,여수,NNG
13105,전주여행,제주,NNP
13107,전주여행,제주도,NNP
13112,전주여행,곳,NNG
13113,전주여행,전문,NNG
13115,전주여행,플,NNG
13117,전주여행,언서,NNG
13118,전주여행,전,NNG
13119,전주여행,주달,NNG
13120,전주여행,봉이,NNG
13122,전주여행,버스,NNG
13123,전주여행,터미널,NNG
13127,전주여행,코스,NNG
13133,전주여행,질문,NNG
13136,전주여행,일정,NNG
13137,전주여행,관련,NNG
13138,전주여행,답변,NNG
13144,전주여행,친정,NNG
13145,전주여행,어머니,NNG
13147,전주여행,딸,NNG
13159,전주여행,아래,NNG
13168,전주여행,일정,NNG
13170,전주여행,준비,NNG
13175,전주여행,참고,NNG
13181,전주여행,도움,NNG
13186,전주여행,추천,NNG
13191,전주여행,당일치기,NNG
13192,전주여행,추천,NNG
13196,전주여행,당일치기,NNG
13197,전주여행,맛집,NNG
13198,전주여행,국내,NNG
13199,전주여행,전,NNG
13200,전주여행,주달,NNG
13201,전주여행,봉,NNG
13203,전주여행,달,NNG
13204,전주여행,봉,NNG
13205,전주여행,티비,NNG
13206,전주여행,코스,NNG
13211,전주여행,곳,NNG
13212,전주여행,여수,NNG
13213,전주여행,여수,NNG
13219,전주여행,제주,NNP
13221,전주여행,제주도,NNP
13226,전주여행,곳,NNG
13227,전주여행,전문,NNG
13229,전주여행,플,NNG
13231,전주여행,언서,NNG
13232,전주여행,전,NNG
13233,전주여행,주달,NNG
13234,전주여행,봉이,NNG
13236,전주여행,팀조,NNP
13237,전주여행,뮤,NNG
13249,전주여행,곳,NNG
13251,전주여행,맛집,NNG
13259,전주여행,서울,NNP
13260,전주여행,지방,NNG
13261,전주여행,변호,NNG
13262,전주여행,사회,NNG
13263,전주여행,소속,NNG
13265,전주여행,지식,NNG
13267,전주여행,법률,NNG
13268,전주여행,상담,NNG
13270,전주여행,진행,NNG
13275,전주여행,김선용,NNP
13276,전주여행,변호사,NNG
13285,전주여행,인,NNG
13286,전주여행,스타,NNG
13287,전주여행,그램,NNG
13290,전주여행,검색,NNG
13293,전주여행,한옥마을,NNP
13294,전주여행,준비,NNG
13297,전주여행,대여,NNG
13299,전주여행,천차만별,NNG
13301,전주여행,기본,NNG
13302,전주여행,금액,NNG
13307,전주여행,시작,NNG
13309,전주여행,시간,NNG
13311,전주여행,한복,NNG
13314,전주여행,가격,NNG
13317,전주여행,맛집,NNG
13318,전주여행,국내,NNG
13319,전주여행,전,NNG
13320,전주여행,주달,NNG
13321,전주여행,봉,NNG
13323,전주여행,달,NNG
13324,전주여행,봉,NNG
13325,전주여행,티비,NNG
13326,전주여행,코스,NNG
13331,전주여행,곳,NNG
13332,전주여행,여수,NNG
13333,전주여행,여수,NNG
13339,전주여행,제주,NNP
13341,전주여행,고등학교,NNG
13342,전주여행,친구,NNG
13345,전주여행,당일치기,NNG
13347,전주여행,고등학교,NNG
13349,전주여행,학년,NNG
13350,전주여행,친구,NNG
13356,전주여행,달,NNG
13359,전주여행,당일,NNG
13364,전주여행,예정,NNG
13366,전주여행,부모,NNG
13371,전주여행,말씀,NNG
13374,전주여행,허락,NNG
13381,전주여행,고등학교,NNG
13382,전주여행,시절,NNG
13383,전주여행,친구,NNG
13389,전주여행,추억,NNG
13403,전주여행,휴가,NNG
13406,전주여행,코스,NNG
13407,전주여행,추천,NNG
13411,전주여행,위,NNG
13413,전주여행,일정,NNG
13415,전주여행,참고,NNG
13418,전주여행,제시,NNG
13423,전주여행,일정,NNG
13426,전주여행,조정,NNG
13432,전주여행,음식점,NNG
13434,전주여행,웨이팅,NNG
13435,전주여행,시간,NNG
13437,전주여행,방문,NNG
13438,전주여행,시간,NNG
13440,전주여행,요일,NNG
13447,전주여행,참고,NNG
13456,전주여행,여자,NNG
13466,전주여행,질문,NNG
13475,전주여행,다음,NNG
13479,전주여행,일정,NNG
13481,전주여행,추천,NNG
13486,전주여행,한옥마을,NNP
13487,전주여행,전통,NNG
13488,전주여행,한옥,NNG
13489,전주여행,건물,NNG
13491,전주여행,전통,NNG
13492,전주여행,문화,NNG
13494,전주여행,경험,NNG
13501,전주여행,향교,NNP
13502,전주여행,조선,NNP
13503,전주여행,시대,NNG
13504,전주여행,교육,NNG
13505,전주여행,기관,NNG
13507,전주여행,향교,NNG
13513,전주여행,남부,NNG
13514,전주여행,시장,NNG
13515,전주여행,전,NNG
13516,전주여행,주의,NNG
13517,전주여행,코스,NNG
13526,전주여행,안녕,NNG
13529,전주여행,가족,NNG
13537,전주여행,당장,NNG
13538,전주여행,이번,NNG
13539,전주여행,주,NNG
13540,전주여행,금요일,NNG
13547,전주여행,숙소,NNG
13549,전주여행,라,NNG
13551,전주여행,호텔,NNG
13556,전주여행,한옥마을,NNP
13568,전주여행,카페,NNG
13569,전주여행,투어,NNG
13572,전주여행,코스,NNG
13581,전주여행,스로,NNG
13586,전주여행,대둔산,NNP
13587,전주여행,케이블카,NNG
13588,전주여행,주말,NNG
13590,전주여행,사람,NNG
13596,전주여행,코스,NNG
13597,전주여행,추천,NNG
13601,전주여행,맛집,NNG
13602,전주여행,국내,NNG
13603,전주여행,전,NNG
13604,전주여행,주달,NNG
13605,전주여행,봉,NNG
13607,전주여행,달,NNG
13608,전주여행,봉,NNG
13609,전주여행,티비,NNG
13610,전주여행,코스,NNG
13615,전주여행,곳,NNG
13616,전주여행,여수,NNG
13617,전주여행,여수,NNG
13623,전주여행,제주,NNP
13625,전주여행,제주도,NNP
13630,전주여행,곳,NNG
13631,전주여행,전문,NNG
13632,전주여행,코스,NNG
13639,전주여행,복귀,NNG
13648,전주여행,지난주,NNG
13650,전주여행,당일,NNG
13651,전주여행,코스,NNG
13656,전주여행,주말,NNG
13660,전주여행,차,NNG
13665,전주여행,관광지,NNG
13668,전주여행,사람,NNG
13673,전주여행,생각,NNG
13681,전주여행,최소한,NNG
13686,전주여행,한옥마을,NNP
13687,전주여행,당일치기,NNG
13688,전주여행,질문,NNG
13689,전주여행,여수,NNP
13690,전주여행,제주도,NNP
13691,전주여행,맛집,NNG
13692,전주여행,전,NNG
13693,전주여행,주달,NNG
13694,전주여행,봉,NNG
13696,전주여행,달,NNG
13697,전주여행,봉,NNG
13698,전주여행,티비,NNG
13699,전주여행,코스,NNG
13704,전주여행,곳,NNG
13705,전주여행,여수,NNG
13706,전주여행,여수,NNG
13712,전주여행,제주,NNP
13714,전주여행,제주도,NNP
13719,전주여행,곳,NNG
13720,전주여행,전문,NNG
13722,전주여행,플,NNG
13724,전주여행,언서,NNG
13725,전주여행,전,NNG
13726,전주여행,주달,NNG
13727,전주여행,봉이,NNG
13734,전주여행,흐노,NNP
13738,전주여행,전망,NNG
13742,전주여행,혼자,NNG
13748,전주여행,사람,NNG
13752,전주여행,맛집,NNG
13755,전주여행,곳,NNG
13766,전주여행,중순,NNG
13773,전주여행,계절,NNG
13776,전주여행,현재,NNG
13778,전주여행,코로나,NNP
13782,전주여행,여행객,NNG
13788,전주여행,사람,NNG
13796,전주여행,예상,NNG
13801,전주여행,맛집,NNG
13805,전주여행,이번,NNG
13806,전주여행,달,NNG
13810,전주여행,친구,NNG
13826,전주여행,답장,NNG
13831,전주여행,감사,NNG
13836,전주여행,여수,NNP
13839,전주여행,왕복,NNG
13840,전주여행,기차표,NNG
13841,전주여행,값,NNG
13843,전주여행,얼마,NNG
13846,전주여행,중,NNG
13851,전주여행,주가,NNG
13863,전주여행,월요일,NNG
13864,전주여행,휴무,NNG
13869,전주여행,맛집,NNG
13870,전주여행,국내,NNG
13871,전주여행,전,NNG
13872,전주여행,주달,NNG
13873,전주여행,봉,NNG
13875,전주여행,달,NNG
13876,전주여행,봉,NNG
13877,전주여행,티비,NNG
13878,전주여행,코스,NNG
13883,전주여행,곳,NNG
13884,전주여행,여수,NNG
13885,전주여행,여수,NNG
13891,전주여행,제주,NNP
13893,전주여행,제주도,NNP
13898,전주여행,곳,NNG
13899,전주여행,전문,NNG
13901,전주여행,플,NNG
13903,전주여행,언서,NNG
13904,전주여행,전,NNG
13905,전주여행,주달,NNG
13906,전주여행,봉이,NNG
13908,전주여행,걱정,NNG
13914,전주여행,대부분,NNG
13915,전주여행,오픈,NNG
13918,전주여행,당일치기,NNG
13919,전주여행,부모,NNG
13923,전주여행,맛집,NNG
13924,전주여행,국내,NNG
13925,전주여행,전,NNG
13926,전주여행,주달,NNG
13927,전주여행,봉,NNG
13929,전주여행,달,NNG
13930,전주여행,봉,NNG
13931,전주여행,티비,NNG
13932,전주여행,코스,NNG
13937,전주여행,곳,NNG
13938,전주여행,여수,NNG
13939,전주여행,여수,NNG
13945,전주여행,제주,NNP
13947,전주여행,제주도,NNP
13952,전주여행,곳,NNG
13953,전주여행,전문,NNG
13955,전주여행,플,NNG
13957,전주여행,언서,NNG
13958,전주여행,전,NNG
13959,전주여행,주달,NNG
13960,전주여행,봉이,NNG
13962,전주여행,바다,NNP
13964,전주여행,군산,NNP
13965,전주여행,새만금,NNP
13969,전주여행,갈만,NNG
13971,전주여행,곳,NNG
13973,전주여행,숙소,NNG
13975,전주여행,한옥마을,NNP
13976,전주여행,게스트,NNP
13977,전주여행,하우스,NNP
13979,전주여행,안녕,NNG
13982,전주여행,가족,NNG
13990,전주여행,한옥마을,NNP
14004,전주여행,이번,NNG
14006,전주여행,기회,NNG
14012,전주여행,전라도,NNP
14013,전주여행,음식,NNG
14020,전주여행,전라도,NNP
14022,전주여행,대표,NNG
14023,전주여행,음식,NNG
14032,전주여행,맛집,NNG
14034,전주여행,코스,NNG
14035,전주여행,추천,NNG
14037,전주여행,코스,NNG
14038,전주여행,추천,NNG
14040,전주여행,여수,NNP
14041,전주여행,맛집,NNG
14042,전주여행,여수,NNG
14043,전주여행,전,NNG
14044,전주여행,주달,NNG
14045,전주여행,봉,NNG
14047,전주여행,달,NNG
14048,전주여행,봉,NNG
14049,전주여행,티비,NNG
14050,전주여행,코스,NNG
14055,전주여행,곳,NNG
14056,전주여행,여수,NNG
14057,전주여행,여수,NNG
14062,전주여행,곳,NNG
14064,전주여행,플,NNG
14066,전주여행,언서,NNG
14067,전주여행,전,NNG
14068,전주여행,주달,NNG
14069,전주여행,봉이,NNG
14071,전주여행,코스,NNG
14073,전주여행,대부분,NNG
14074,전주여행,한옥,NNG
14075,전주여행,마을,NNG
14077,전주여행,시작,NNG
14080,전주여행,볼거리,NNG
14081,전주여행,이번,NNG
14082,전주여행,주,NNG
14087,전주여행,거리,NNG
14088,전주여행,맛집,NNG
14094,전주여행,주,NNG
14100,전주여행,곳,NNG
14102,전주여행,추천,NNG
14107,전주여행,한옥마을,NNP
14108,전주여행,동물원,NNP
14109,전주여행,한국도로공사,NNP
14110,전주여행,수목원,NNG
14111,전주여행,덕진,NNP
14112,전주여행,공원,NNG
14113,전주여행,난장,NNG
14120,전주여행,뷰,NNP
14121,전주여행,카페,NNP
14122,전주여행,추천,NNG
14127,전주여행,맛집,NNG
14128,전주여행,국내,NNG
14129,전주여행,전,NNG
14130,전주여행,주달,NNG
14131,전주여행,봉,NNG
14133,전주여행,달,NNG
14134,전주여행,봉,NNG
14135,전주여행,티비,NNG
14136,전주여행,코스,NNG
14141,전주여행,곳,NNG
14142,전주여행,여수,NNG
14143,전주여행,여수,NNG
14149,전주여행,제주,NNP
14151,전주여행,제주도,NNP
14156,전주여행,곳,NNG
14157,전주여행,전문,NNG
14159,전주여행,플,NNG
14161,전주여행,언서,NNG
14162,전주여행,전,NNG
14163,전주여행,주달,NNG
14164,전주여행,봉이,NNG
14170,전주여행,주이,NNG
14172,전주여행,바다,NNG
14176,전주여행,가족,NNG
14177,전주여행,코스,NNG
14178,전주여행,문,NNG
14182,전주여행,맛집,NNG
14183,전주여행,국내,NNG
14184,전주여행,전,NNG
14185,전주여행,주달,NNG
14186,전주여행,봉,NNG
14188,전주여행,달,NNG
14189,전주여행,봉,NNG
14190,전주여행,티비,NNG
14191,전주여행,코스,NNG
14196,전주여행,곳,NNG
14197,전주여행,여수,NNG
14198,전주여행,여수,NNG
14204,전주여행,제주,NNP
14206,전주여행,제주도,NNP
14211,전주여행,곳,NNG
14212,전주여행,전문,NNG
14214,전주여행,플,NNG
14216,전주여행,언서,NNG
14217,전주여행,전,NNG
14218,전주여행,주달,NNG
14219,전주여행,봉이,NNG
14221,전주여행,코스,NNG
14223,전주여행,한옥,NNG
14224,전주여행,마을,NNG
14226,전주여행,코스,NNG
14228,전주여행,일정,NNG
14229,전주여행,추천,NNG
14230,전주여행,부탁,NNG
14233,전주여행,토요일,NNG
14234,전주여행,하루,NNG
14236,전주여행,일정,NNG
14240,전주여행,수정,NNG
14242,전주여행,필요,NNG
14244,전주여행,부분,NNG
14248,전주여행,인근,NNG
14249,전주여행,맛집,NNG
14256,전주여행,의견,NNG
14257,전주여행,부탁,NNG
14259,전주여행,맛집,NNG
14260,전주여행,국내,NNG
14261,전주여행,전,NNG
14262,전주여행,주달,NNG
14263,전주여행,봉,NNG
14265,전주여행,달,NNG
14266,전주여행,봉,NNG
14267,전주여행,티비,NNG
14268,전주여행,코스,NNG
14273,전주여행,곳,NNG
14274,전주여행,여수,NNG
14275,전주여행,여수,NNG
14281,전주여행,제주,NNP
14287,전주여행,한옥,NNG
14288,전주여행,마을,NNG
14289,전주여행,근처,NNG
14291,전주여행,숙박,NNG
14300,전주여행,맛집,NNG
14304,전주여행,버스,NNG
14306,전주여행,택시,NNG
14319,전주여행,곳,NNG
14323,전주여행,추천,NNG
14334,전주여행,코스,NNG
14335,전주여행,아침,NNG
14337,전주여행,현대,NNG
14338,전주여행,옥,NNG
14339,전주여행,본점,NNG
14344,전주여행,점심,NNG
14347,전주여행,비빔,NNG
14348,전주여행,소리,NNG
14355,전주여행,대옥,NNG
14357,전주여행,비빔,NNG
14358,전주여행,소리,NNG
14359,전주여행,중간,NNG
14362,전주여행,구경,NNG
14364,전주여행,곳,NNG
